ms_zoning,lot_area,land_contour,land_slope,neighborhood,condition_1,bldg_type,house_style,year_built,year_remod_add,mas_vnr_type,garage_area,wood_deck_sf,open_porch_sf,kitchen_qual,bedroom_abvgr,sale_type,saleprice,qual_cond,exter_qual_cond,bsmt_qual_cond,fireplaces_weighted,sq_ft,bsmt_weighted_sf,bath
RL,12891,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2002,2002,None,644.0,0,48,4,4,WD ,257500,40,12,15,4,2004,760.5,2.5
RM,6180,Lvl,Gtl,BrkSide,Norm,1Fam,1Story,1926,1950,None,180.0,0,128,3,2,WD ,102000,30,9,9,4,986,480.0,1.0
RM,7449,Bnk,Gtl,IDOTRR,Norm,1Fam,1.5Unf,1930,1950,None,280.0,0,0,4,3,WD ,139400,49,9,9,4,1108,318.5,1.0
RL,10410,Lvl,Gtl,OldTown,Artery,1Fam,1.5Fin,1915,1950,None,936.0,216,0,3,3,WD ,105000,12,9,9,0,1214,336.0,1.0
RL,15865,Lvl,Mod,NAmes,Norm,1Fam,1Story,1970,1970,None,621.0,81,207,4,4,WD ,268000,48,16,12,3,2217,872.5,2.0
RL,19690,Lvl,Gtl,Edwards,Norm,1Fam,SLvl,1966,1966,None,432.0,586,236,4,4,WD ,274970,42,16,12,4,2201,348.5,2.0
RL,3182,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2005,2006,BrkFace,397.0,100,16,4,2,WD ,180000,35,12,12,4,1220,618.0,2.0
RM,9600,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1928,2005,None,360.0,0,0,4,3,WD ,161000,63,15,9,4,1378,415.0,2.0
RL,11100,Low,Gtl,Edwards,Norm,1Fam,1Story,1946,2006,None,308.0,0,0,4,2,WD ,84900,28,9,0,0,930,0.0,1.0
RL,13587,Lvl,Gtl,NAmes,Norm,2fmCon,1Story,1958,1958,None,264.0,0,0,3,2,WD ,119000,25,9,9,0,988,760.0,1.0
RL,11447,Lvl,Gtl,Timber,Norm,1Fam,1Story,2005,2006,BrkFace,892.0,0,265,4,3,WD ,370000,40,12,15,4,1964,1767.5,2.5
RL,7242,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2005,2006,None,524.0,0,96,4,2,WD ,175900,35,12,12,0,1270,635.0,2.0
RL,7018,Lvl,Gtl,SawyerW,Feedr,Duplex,2Story,1979,1979,None,528.0,154,0,3,6,WD ,142953,25,9,0,0,2240,0.0,2.0
RL,9466,Lvl,Gtl,Veenker,Norm,TwnhsE,1Story,1994,1995,None,478.0,0,30,4,1,WD ,279700,40,12,12,4,1494,457.0,1.5
RL,8400,Lvl,Gtl,NAmes,Feedr,1Fam,1Story,1957,1957,None,331.0,0,60,3,3,WD ,132000,25,9,6,4,1364,901.0,1.5
RL,11050,Lvl,Gtl,CollgCr,PosN,1Fam,2Story,2000,2000,BrkFace,736.0,253,142,5,3,WD ,313000,45,12,15,10,2153,1172.0,2.5
C (all),11040,Low,Mod,IDOTRR,Norm,1Fam,1.5Fin,1920,1950,None,570.0,0,47,3,3,COD,108000,24,9,9,0,1336,637.0,1.5
RL,6931,Lvl,Gtl,Edwards,Norm,1Fam,2Story,2003,2004,Stone,397.0,178,128,4,3,WD ,165400,35,12,12,4,1656,373.0,2.5
RL,12438,Lvl,Gtl,CollgCr,PosN,1Fam,2Story,1995,1995,BrkFace,473.0,413,91,4,3,WD ,187000,30,12,12,3,1499,390.5,2.5
RL,15138,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1995,1996,BrkFace,810.0,0,146,5,4,WD ,403000,40,12,12,3,2794,1075.5,2.5
RL,12046,Lvl,Gtl,NWAmes,Norm,1Fam,2Story,1976,1976,BrkFace,551.0,0,224,4,4,WD ,195000,36,9,9,3,2030,502.0,2.5
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1961,1961,BrkFace,525.0,0,0,3,3,WD ,158500,30,9,9,4,1254,909.0,1.0
RL,11367,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2002,2002,BrkFace,586.0,199,60,4,3,WD ,255000,40,12,12,4,1989,998.5,2.5
RL,26073,Lvl,Gtl,Crawfor,Norm,1Fam,1Story,1956,1956,None,484.0,0,51,3,3,WD ,236500,25,9,9,6,1898,1507.0,2.5
RL,7150,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1966,1966,BrkFace,360.0,0,0,3,3,WD ,129250,30,9,9,0,988,856.5,1.0
RL,15602,Lvl,Gtl,Crawfor,Norm,1Fam,1Story,1959,1997,None,484.0,0,54,3,1,WD ,289000,56,9,9,6,1801,1374.0,2.0
RL,10260,Lvl,Gtl,Mitchel,Norm,Duplex,2Story,1976,1976,None,484.0,0,0,3,4,WD ,100000,20,9,0,0,1872,0.0,3.0
RL,12728,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2001,2001,BrkFace,560.0,184,121,4,4,WD ,275000,40,12,12,3,2439,1364.5,2.5
RL,11690,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1999,2000,BrkFace,560.0,120,29,4,3,WD ,207000,40,12,12,3,1764,425.0,2.5
RL,9230,Lvl,Gtl,NAmes,Feedr,1Fam,1Story,1965,1998,BrkFace,884.0,0,64,4,1,WD ,146000,40,9,9,0,1200,762.5,1.5
RM,1890,Lvl,Gtl,BrDale,Norm,Twnhs,2Story,1972,1972,BrkFace,264.0,0,0,3,3,WD ,116000,42,9,9,0,1030,388.0,1.5
RL,9375,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1997,1998,BrkFace,645.0,576,36,4,3,WD ,219500,35,9,12,0,2034,898.0,2.5
RL,3480,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2003,2003,Stone,478.0,148,36,4,2,WD ,173000,35,12,12,3,1405,702.5,2.0
RL,17140,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1956,1956,None,284.0,0,0,3,3,WD ,135000,24,9,9,0,1229,1096.5,1.0
RL,8749,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2003,2003,None,610.0,0,120,4,3,WD ,213000,35,12,12,4,1932,816.5,2.5
RL,11375,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1954,1995,None,494.0,81,0,4,3,WD ,150000,30,9,9,3,1299,851.5,1.0
RL,3922,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2006,2007,BrkFace,648.0,120,16,4,2,New,194201,35,12,15,4,1402,629.0,1.0
RL,3182,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2005,2006,BrkFace,457.0,156,0,4,1,WD ,181000,35,12,12,4,1504,681.0,2.0
RL,9750,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1958,1958,BrkFace,301.0,0,0,3,4,COD,157900,36,9,9,0,1442,1025.0,1.5
RL,13426,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1999,2000,None,586.0,208,107,4,3,WD ,217000,35,12,12,3,1779,922.5,2.5
FV,10574,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2005,2006,None,1043.0,160,50,4,3,WD ,252000,40,12,12,4,1953,541.0,2.5
RL,8726,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2002,2002,None,529.0,0,108,4,4,WD ,197000,35,12,12,0,1909,436.0,2.5
RL,7984,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2004,2005,BrkFace,436.0,120,48,4,3,WD ,189500,35,12,12,4,1630,434.0,2.5
RL,8248,Lvl,Gtl,Edwards,Norm,1Fam,1.5Fin,1918,1950,None,280.0,207,0,2,3,WD ,116000,35,9,9,0,1250,343.0,1.5
RL,9790,Lvl,Gtl,NWAmes,Feedr,1Fam,1Story,1963,1963,BrkFace,528.0,0,26,3,3,WD ,143000,30,9,9,8,1328,908.0,1.5
RL,7200,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1950,1950,None,276.0,0,80,3,3,WD ,119000,35,9,9,0,988,657.0,1.0
RL,7200,Lvl,Gtl,NAmes,Norm,1Fam,1.5Fin,1954,1954,None,240.0,0,0,3,4,WD ,127500,30,9,9,0,1278,763.5,1.0
FV,8125,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2005,2005,None,615.0,0,53,4,3,WD ,200825,30,12,12,0,1716,429.0,2.5
RL,8088,Lvl,Gtl,Edwards,Feedr,1Fam,1Story,1922,1955,None,216.0,0,0,3,1,ConLD,35000,6,9,9,0,498,249.0,1.0
RL,12511,Lvl,Gtl,NWAmes,Norm,1Fam,2Story,1978,1978,BrkFace,1314.0,0,16,4,4,WD ,292500,49,12,12,8,2840,1204.0,2.5
RM,1869,Lvl,Gtl,BrDale,Norm,Twnhs,2Story,1970,1970,BrkFace,280.0,0,0,3,2,WD ,106000,36,9,9,0,987,402.0,1.5
RL,9259,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1927,1950,None,440.0,80,0,3,2,WD ,85000,16,9,6,0,756,330.0,1.0
RL,16770,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2002,2003,BrkFace,701.0,218,183,4,3,WD ,286500,40,12,15,4,1712,1454.0,2.0
RL,4043,Lvl,Gtl,NPkVill,Norm,TwnhsE,1Story,1977,1977,None,440.0,0,55,3,2,WD ,127500,30,9,12,2,1069,714.5,2.0
FV,9000,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2006,2007,None,575.0,0,210,4,3,New,210400,35,12,12,0,1335,667.5,2.0
RL,12677,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2003,2004,BrkFace,588.0,185,140,5,1,WD ,274000,40,15,15,4,1518,1368.0,1.5
RL,12852,HLS,Gtl,Timber,Norm,1Fam,2Story,2007,2007,None,612.0,0,192,4,3,New,264966,40,12,12,4,1780,845.0,2.5
RM,10320,Lvl,Gtl,IDOTRR,Artery,1Fam,1.5Fin,1910,1950,None,264.0,14,211,3,3,COD,50000,4,4,6,0,1370,385.5,2.0
RM,10800,Lvl,Gtl,OldTown,Artery,1Fam,1.5Fin,1915,1950,None,416.0,0,0,3,4,WD ,139000,30,12,6,0,1652,686.0,2.0
RL,19522,Bnk,Gtl,Veenker,Norm,1Fam,2Story,1990,1990,BrkFace,564.0,0,99,4,3,WD ,300000,35,12,12,3,2503,975.0,2.5
RL,13860,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1972,1995,None,538.0,269,111,5,4,WD ,345000,56,12,12,9,2704,1681.0,2.5
RL,11927,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1994,1995,BrkFace,484.0,120,35,4,3,WD ,228000,40,12,12,3,1592,749.5,2.0
RL,11950,Lvl,Gtl,Gilbert,Norm,1Fam,SLvl,2003,2003,None,400.0,100,0,4,3,WD ,165500,35,12,12,3,1394,192.0,2.5
RM,9906,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1925,1950,None,210.0,0,172,3,3,WD ,107000,16,9,9,0,1328,343.0,1.0
RL,4923,Lvl,Gtl,StoneBr,Norm,TwnhsE,1Story,2001,2002,None,682.0,0,120,5,0,WD ,286000,40,12,15,4,1593,1373.0,1.5
C (all),7879,Lvl,Gtl,IDOTRR,Norm,1Fam,1Story,1920,1950,None,0.0,0,523,3,2,WD ,34900,20,9,9,0,720,607.5,1.0
RL,7800,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1964,1964,None,288.0,0,0,3,2,WD ,115000,25,9,9,0,912,312.0,1.0
RL,3196,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2003,2003,BrkFace,400.0,143,20,4,2,WD ,215000,40,12,12,3,1456,636.5,2.0
RM,9928,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1915,1994,None,216.0,24,28,3,3,WD ,179900,56,12,9,0,1944,336.0,2.0
RL,6820,Lvl,Gtl,StoneBr,Norm,TwnhsE,1Story,1985,1985,None,528.0,0,54,4,1,WD ,212000,40,12,12,0,1502,368.0,1.5
RL,13128,HLS,Gtl,Gilbert,Norm,1Fam,2Story,2005,2005,BrkFace,527.0,0,119,4,4,WD ,250000,40,12,12,4,2064,537.0,2.5
RM,6240,Lvl,Gtl,BrkSide,Norm,1Fam,1.5Fin,1928,1950,None,225.0,0,0,3,3,WD ,149000,30,9,9,4,1576,521.0,1.0
RL,8000,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1995,1996,None,431.0,224,84,3,3,WD ,188000,30,9,12,3,1658,496.0,2.5
RL,10410,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1930,2001,None,371.0,0,75,4,2,WD ,99800,24,12,9,0,713,356.5,1.0
RM,10800,Bnk,Gtl,OldTown,Norm,1Fam,2Story,1890,1998,None,704.0,0,48,3,3,WD ,159500,56,12,9,0,2554,359.0,1.5
RL,13300,Lvl,Gtl,Gilbert,Norm,1Fam,SLvl,2004,2004,None,400.0,100,0,4,3,WD ,184500,35,12,12,4,1374,355.0,2.5
RL,9588,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2007,2007,Stone,868.0,0,148,5,3,New,276000,40,12,15,4,2574,741.0,2.5
RL,2308,Lvl,Gtl,NPkVill,Norm,TwnhsE,2Story,1976,1976,None,440.0,48,0,4,3,WD ,155000,36,9,12,3,1548,680.0,2.5
RL,13383,Lvl,Mod,Mitchel,Norm,1Fam,1Story,1969,2000,BrkFace,504.0,0,16,3,3,WD ,160000,25,9,9,1,1404,891.0,2.0
RL,9350,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1964,1964,None,480.0,0,32,3,4,WD ,157500,30,9,9,1,1440,540.0,1.5
RL,9892,Lvl,Mod,Mitchel,Norm,1Fam,1Story,1994,1995,None,482.0,129,64,4,3,WD ,285000,40,16,16,6,1803,1368.0,2.5
RL,8777,Lvl,Gtl,Edwards,Feedr,Duplex,1.5Fin,1900,2003,None,0.0,0,70,3,4,WD ,145900,35,9,9,0,2200,1178.0,3.0
RL,10541,Lvl,Gtl,SawyerW,Norm,1Fam,SLvl,1996,1996,None,472.0,100,33,4,3,WD ,229000,35,12,12,3,2037,336.0,2.5
RM,5940,Lvl,Gtl,BrkSide,Feedr,1Fam,1Story,1946,1950,None,280.0,0,0,3,2,ConLD,79000,28,9,0,0,896,0.0,1.0
RL,10284,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1925,1993,None,580.0,0,0,3,1,WD ,128500,28,9,9,0,1281,1057.5,2.0
RL,9660,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1998,1998,BrkFace,885.0,210,31,4,3,WD ,286000,40,12,12,5,1976,917.5,2.5
RL,10179,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1997,1997,None,470.0,252,30,3,3,WD ,189500,30,9,12,3,1608,896.0,2.5
RL,9533,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1953,1953,BrkFace,616.0,208,0,3,2,ConLD,102900,25,9,0,0,1210,0.0,1.5
RM,5830,Lvl,Gtl,BrkSide,Feedr,1Fam,1.5Fin,1950,1997,None,363.0,0,0,3,3,WD ,128500,30,12,9,0,1612,888.0,1.5
RL,12099,Lvl,Gtl,NAmes,Norm,1Fam,1.5Fin,1953,2004,None,371.0,200,0,3,3,WD ,156000,30,9,6,4,1216,707.0,1.0
RL,12665,Lvl,Gtl,Timber,Norm,1Fam,2Story,2005,2006,BrkFace,642.0,144,39,4,4,WD ,281213,40,12,16,4,2482,547.0,2.5
RL,27650,HLS,Mod,NAmes,PosA,1Fam,1Story,1960,2007,None,505.0,0,0,4,4,WD ,242000,49,9,12,4,2069,505.0,2.0
RL,17600,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1960,1960,BrkFace,498.0,0,40,3,3,WD ,157500,30,9,9,8,1478,1374.0,2.0
RL,7162,Lvl,Gtl,Edwards,Norm,1Fam,2Story,2003,2004,BrkFace,616.0,168,57,4,3,WD ,196500,35,12,12,4,1724,398.0,2.5
RL,8685,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1998,1998,None,591.0,0,130,3,3,WD ,193000,35,9,12,0,1425,1135.5,2.0
RM,6240,Lvl,Gtl,BrkSide,Norm,1Fam,1.5Fin,1939,1952,None,280.0,0,0,3,4,WD ,132000,40,12,9,0,1322,360.0,1.0
RM,6451,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1900,1970,None,576.0,264,0,3,4,WD ,139900,49,9,9,0,1428,460.0,1.0
RL,8760,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1959,1959,BrkFace,312.0,0,0,3,3,WD ,148000,36,9,9,0,1194,597.0,1.0
RL,12568,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2007,2007,Stone,774.0,196,104,5,3,New,281500,40,12,15,4,1818,782.0,2.5
RL,13069,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2004,2004,BrkFace,916.0,194,50,5,5,WD ,342000,40,12,12,5,2956,853.0,2.5
RL,11080,Lvl,Gtl,Mitchel,Norm,1Fam,SLvl,1975,1975,BrkFace,528.0,0,0,3,3,WD ,148000,36,9,9,0,1210,852.0,2.0
RL,10759,Lvl,Gtl,Sawyer,Feedr,1Fam,1.5Fin,1972,1972,None,490.0,0,0,3,4,WD ,140000,20,12,12,4,1641,190.0,2.0
RL,8973,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1958,1991,BrkFace,750.0,0,80,5,3,WD ,150000,35,9,9,0,1053,773.5,1.5
RL,10990,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1996,1997,None,576.0,168,0,4,4,WD ,279500,35,12,15,6,2125,957.5,2.5
RM,3675,Lvl,Gtl,Edwards,Norm,TwnhsE,SFoyer,2005,2005,Stone,525.0,0,44,4,2,WD ,140000,30,9,12,0,1072,507.0,1.0
RL,8385,Lvl,Gtl,Mitchel,Norm,Duplex,1Story,1978,1978,None,616.0,0,0,3,4,WD ,145000,30,9,9,0,1664,832.0,2.0
RH,5858,Lvl,Gtl,NAmes,Norm,TwnhsE,1Story,1999,1999,None,511.0,203,68,4,2,WD ,184000,35,12,12,2,1337,1228.0,2.0
RL,3880,Lvl,Gtl,Greens,Norm,Twnhs,1Story,1978,1978,None,484.0,223,78,4,1,WD ,206000,48,12,12,3,1226,1139.0,1.0
RM,1504,Lvl,Gtl,MeadowV,Norm,Twnhs,2Story,1972,1972,None,253.0,0,0,3,3,WD ,85500,16,9,9,0,1092,399.0,1.5
RL,11988,HLS,Mod,Crawfor,Norm,1Fam,2Story,1934,1995,None,240.0,0,0,3,3,WD ,188700,42,9,9,4,1660,520.5,1.5
RL,10928,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1978,1986,BrkFace,484.0,252,55,3,3,WD ,200000,36,9,9,3,1671,895.0,2.0
RL,10778,Lvl,Gtl,SawyerW,Feedr,1Fam,SLvl,1990,1991,None,462.0,114,36,4,1,WD ,162000,42,12,12,0,1061,614.0,1.5
RL,10200,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1940,1997,None,240.0,168,0,3,2,WD ,108000,40,9,9,0,672,336.0,1.0
RL,9373,Lvl,Gtl,NWAmes,PosN,1Fam,1Story,1975,1975,BrkFace,478.0,0,0,3,3,WD ,213000,35,9,12,4,1621,1393.0,2.0
RL,12085,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2007,2007,Stone,928.0,0,0,5,3,New,318000,40,12,15,4,1734,1369.0,2.0
RM,8100,Lvl,Gtl,OldTown,Norm,1Fam,2.5Unf,1898,1965,None,360.0,40,156,3,2,WD ,106000,25,9,9,0,2138,424.5,2.0
RL,19950,Lvl,Gtl,Edwards,Norm,1Fam,2Story,1928,1950,None,795.0,0,42,3,4,WD ,235000,42,9,9,8,2009,336.0,2.0
RL,9320,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1959,1959,None,0.0,352,0,3,3,WD ,128950,20,9,9,0,1225,759.5,1.5
RL,10197,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1961,1961,BrkCmn,504.0,0,20,3,3,COD,163000,30,9,9,3,1362,638.0,1.5
RL,8160,Lvl,Gtl,Edwards,Norm,1Fam,1.5Fin,1940,1950,None,240.0,0,0,3,3,WD ,126000,30,9,9,0,1134,534.0,1.5
RM,11426,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,2003,2003,None,484.0,280,238,4,3,WD ,200000,35,9,12,0,2082,681.0,2.5
RL,11344,Lvl,Gtl,NAmes,Feedr,1Fam,1.5Fin,1958,1958,BrkFace,315.0,0,0,3,3,WD ,144000,25,9,9,0,1524,667.0,1.5
RL,8000,Lvl,Gtl,NAmes,Artery,Duplex,1Story,1961,1961,None,0.0,0,0,3,6,WD ,141000,20,9,9,0,1800,900.0,2.0
RL,11002,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1998,1999,None,758.0,286,60,4,4,WD ,322500,40,12,12,3,2582,1218.5,2.5
RL,12137,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1998,1998,BrkFace,598.0,0,34,4,3,WD ,224900,35,9,12,0,1661,824.5,2.0
RL,21384,Lvl,Gtl,BrkSide,Norm,1Fam,2Story,1923,2004,None,528.0,0,312,4,3,WD ,223500,30,9,9,3,1576,1316.5,1.5
RL,8926,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1956,1956,None,288.0,64,0,3,3,COD,112000,12,9,9,0,960,336.0,1.0
RL,8702,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1997,1998,None,470.0,0,36,3,3,WD ,187500,30,9,9,3,1604,816.0,2.5
RL,10020,Low,Sev,Edwards,Norm,1Fam,1Story,1922,1950,None,0.0,0,0,2,1,WD ,61000,1,4,2,0,904,516.5,0.5
RL,12354,Lvl,Gtl,Edwards,Norm,1Fam,1.5Fin,1920,2000,None,528.0,0,46,4,3,ConLI,110000,48,9,6,0,1196,342.0,1.0
RL,4130,Lvl,Gtl,BrkSide,Norm,1Fam,1Story,1935,2003,None,0.0,0,0,3,2,WD ,52000,18,12,9,0,729,135.0,1.0
RL,6289,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2005,2006,Stone,460.0,192,28,4,2,WD ,207000,30,12,12,4,1362,1062.0,2.0
RH,8525,Bnk,Gtl,SWISU,Norm,1Fam,2Story,1911,1950,None,0.0,0,192,3,4,WD ,130000,30,9,9,0,1964,470.0,1.5
RL,10791,Lvl,Gtl,Sawyer,Norm,Duplex,1Story,1967,1967,None,516.0,0,0,3,2,WD ,90000,20,9,0,0,1296,0.0,2.0
RL,10429,Lvl,Gtl,Mitchel,Norm,1Fam,2Story,1992,1992,None,440.0,150,0,3,3,WD ,130000,25,9,12,0,1287,477.0,1.5
RL,7438,Lvl,Gtl,BrkSide,RRAn,1Fam,1.5Fin,1908,1991,None,576.0,104,0,3,3,WD ,127000,40,9,6,0,1252,252.0,1.0
RL,11670,Lvl,Gtl,Somerst,RRNn,1Fam,1Story,2006,2006,Stone,788.0,0,191,5,3,WD ,320000,45,15,20,4,1905,952.5,2.0
RL,10800,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1920,1950,None,720.0,229,0,3,2,WD ,120000,30,9,9,4,1130,970.5,1.0
RL,11920,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,2004,2004,BrkFace,484.0,144,68,4,3,WD ,181000,35,12,12,0,1659,415.5,2.5
RL,9450,Bnk,Mod,Edwards,Norm,1Fam,1Story,1954,1954,None,400.0,0,0,3,3,WD ,110000,20,9,9,0,894,723.0,1.0
RM,7627,Lvl,Gtl,OldTown,Artery,2fmCon,2Story,1920,1950,None,0.0,0,0,2,4,WD ,94550,24,6,2,0,1701,300.0,2.0
RL,5900,Bnk,Gtl,BrkSide,Norm,1Fam,1Story,1923,1958,None,0.0,0,0,2,2,WD ,85500,28,9,12,0,869,220.0,1.0
RL,9129,Lvl,Gtl,Mitchel,Norm,1Fam,SFoyer,1977,1977,BrkFace,678.0,201,66,4,1,WD ,153500,25,9,12,2,1008,923.0,1.0
RL,13680,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1955,1955,None,452.0,0,0,3,4,WD ,139600,15,9,0,4,1733,0.0,2.0
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1967,1967,None,440.0,160,40,3,3,COD,143000,25,9,9,0,1568,784.0,1.5
RL,14720,Lvl,Gtl,NoRidge,Norm,1Fam,1.5Fin,1995,1996,BrkFace,666.0,283,86,4,4,WD ,410000,40,12,12,5,3238,1424.5,2.5
RL,8750,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1998,1998,BrkFace,492.0,150,96,3,3,WD ,200000,30,9,12,3,1772,767.0,2.5
RL,7130,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1967,1967,None,312.0,0,0,3,2,WD ,130000,30,9,9,0,864,756.0,1.0
RL,9350,Bnk,Gtl,Edwards,Norm,1Fam,2Story,1946,1950,None,240.0,0,50,4,3,WD ,154400,42,9,9,4,1639,544.5,1.5
RL,8963,Lvl,Gtl,NWAmes,Norm,1Fam,2Story,1976,1996,BrkFace,831.0,0,204,4,4,WD ,299800,72,20,12,6,2715,818.5,3.5
RL,9780,Lvl,Gtl,Edwards,Norm,1Fam,1.5Fin,1934,1950,None,226.0,0,0,3,4,WD ,63000,15,9,9,0,1112,292.5,2.0
RM,5805,Bnk,Mod,OldTown,Norm,1Fam,1Story,1957,1957,None,551.0,0,0,4,3,WD ,143000,35,9,9,0,1347,274.0,1.0
RL,8243,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1961,1961,BrkFace,784.0,170,0,3,3,WD ,137500,35,12,9,2,964,832.0,1.0
RL,12227,Lvl,Gtl,NWAmes,PosN,1Fam,2Story,1977,1995,BrkFace,619.0,550,282,3,4,WD ,272000,42,12,16,3,2872,1113.0,2.5
RL,9248,Lvl,Gtl,Gilbert,Norm,1Fam,1Story,1992,1992,BrkFace,400.0,120,26,4,3,WD ,173000,36,9,12,0,1167,859.0,2.0
RL,20270,Lvl,Gtl,ClearCr,Norm,1Fam,1Story,1979,1979,None,478.0,140,0,3,3,WD ,245000,42,9,12,8,1524,1061.5,2.0
RM,7200,Lvl,Gtl,OldTown,Norm,Duplex,SFoyer,1980,1980,BrkFace,672.0,49,0,3,2,WD ,140000,25,9,12,0,936,936.0,1.0
RL,9965,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2007,2007,Stone,792.0,120,184,5,4,New,383970,35,12,15,4,2696,1124.0,2.5
RL,16012,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1954,1968,BrkFace,609.0,0,30,3,3,WD ,125000,16,9,9,4,1482,822.5,2.0
RL,8445,Lvl,Gtl,CollgCr,Norm,1Fam,SFoyer,1972,2007,None,396.0,58,0,3,2,WD ,133000,35,9,12,0,768,712.0,1.0
RL,9612,Lvl,Gtl,Somerst,Feedr,1Fam,1Story,2008,2009,Stone,898.0,210,150,4,3,New,244600,40,12,12,4,1468,734.0,2.0
RL,10180,Lvl,Gtl,NAmes,Feedr,1Fam,1Story,1968,1968,None,372.0,200,48,3,3,WD ,139000,30,9,9,2,1044,828.0,1.5
RL,7584,Lvl,Gtl,NAmes,Artery,1Fam,1Story,1953,1953,BrkFace,312.0,120,24,3,3,WD ,112900,25,9,9,0,1036,783.5,1.0
RM,4800,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1910,2003,None,330.0,192,50,3,2,WD ,111000,25,9,6,0,1360,340.0,1.0
RL,11900,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1957,1957,BrkFace,458.0,0,0,3,3,WD ,166000,30,9,9,8,1392,1216.0,1.5
FV,7399,Lvl,Gtl,Somerst,Norm,1Fam,2Story,1997,1998,BrkFace,576.0,0,10,4,3,WD ,239000,35,12,12,3,1950,812.0,2.5
RM,8940,Lvl,Gtl,Mitchel,Norm,Duplex,SFoyer,1997,1998,BrkFace,784.0,0,0,3,2,WD ,209200,35,12,16,0,1344,1326.5,2.0
